name;age;segment;city;zip_code;state;region
Frank Merwin;46.0;Corporate;West Jordan;84084;Utah;West
Bill Stewart;46.0;Corporate;San Marcos;78666;Texas;Central
Shaun Chance;46.0;Corporate;Coeur D Alene;83814;Idaho;West
Ralph Knight;46.0;Consumer;Lansing;60438;Illinois;Central
Ted Trevino;46.0;Corporate;Plano;75023;Texas;Central
Dionis Lloyd;46.0;Small Business;Port Chester;10573;New York;East
Michelle Ellison;46.0;Consumer;Green Bay;54302;Wisconsin;Central
Ralph Knight;46.0;Consumer;Lake In The Hills;60102;Illinois;Central
Keith Dawkins;46.0;Home Office;Paragould;72450;Arkansas;South
Sarah Jordon;46.0;Consumer;Maplewood;55119;Minnesota;Central
Lena Creighton;46.0;Corporate;Penn Hills;15235;Pennsylvania;East
Roland Murray;46.0;Home Office;North Miami;33161;Florida;South
Art Foster;46.0;Home Office;Lakewood;80232;Colorado;West
Christina Vanderzanden;46.0;Small Business;Raytown;64133;MO;Central
Pauline Chand;46.0;Corporate;Oklahoma City;73120;Oklahoma;Central
Edward Becker;46.0;Corporate;El Paso;79907;Texas;Central
Harold Dahlen;46.0;Corporate;Pendleton;97801;Oregon;West
Nathan Mautz;46.0;Home Office;Huntsville;35810;Alabama;South
Lynn Smith;46.0;Corporate;Norfolk;23518;Virginia;South
Anne Pryor;46.0;Consumer;Valley Stream;11580;New York;East
Sylvia Foulston;46.0;Corporate;Mundelein;60060;Illinois;Central
Liz Thompson;46.0;Corporate;Columbia;65203;MO;Central
Anne Pryor;46.0;Consumer;Utica;13501;New York;East
Darren Budd;46.0;Home Office;Beaumont;77705;Texas;Central
Sandra Glassco;46.0;Home Office;Minot;58701;North Dakota;Central
Scott Williamson;46.0;Small Business;Minneapolis;55407;Minnesota;Central
Patrick Bzostek;46.0;Consumer;Danville;94526;California;West
Rob Haberlin;46.0;Corporate;Marshalltown;50158;Iowa;Central
Tim Taslimi;46.0;Corporate;Beverly Hills;90210;California;West
Gary Zandusky;46.0;Home Office;Wichita Falls;76308;Texas;Central
Alex Grayson;46.0;Consumer;Nutley;7110;New Jersey;East
Alex Grayson;46.0;Consumer;Lowell;1852;MA;East
Alex Grayson;46.0;Consumer;Marlborough;1752;MA;East
Alex Grayson;46.0;Consumer;Franklin;2038;MA;East
Alex Grayson;46.0;Consumer;New Haven;6510;Connecticut;East
William Brown;46.0;Home Office;Kennesaw;30144;Georgia;South
Pauline Johnson;46.0;Corporate;Winchester;22601;Virginia;South
Jesus Ocampo;46.0;Small Business;Mesquite;75150;Texas;Central
Matt Collister;46.0;Home Office;Bowie;20715;Maryland;East
Denise Monton;46.0;Home Office;Bryant;72022;Arkansas;South
David Wiener;46.0;Consumer;Dover;19901;Delaware;East
Natalie Webber;46.0;Consumer;Ipswich;1938;MA;East
Patrick Jones;46.0;Home Office;Opelika;36801;Alabama;South
Natalie Webber;46.0;Consumer;Norwich;6360;Connecticut;East
Candace McMahon;46.0;Corporate;Morgantown;26501;West Virginia;East
Dorothy Badders;46.0;Home Office;Rockford;61107;Illinois;Central
Benjamin Patterson;46.0;Corporate;King of Prussia;19406;Pennsylvania;East
Anemone Ratner;46.0;Small Business;Colonial Heights;23834;Virginia;South
Sally Knutson;46.0;Consumer;Midland;48640;Michigan;Central
Claudia Miner;46.0;Small Business;Quincy;62301;Illinois;Central
Karen Carlisle;46.0;Corporate;San Francisco;94110;California;West
Steve Chapman;46.0;Corporate;Fayetteville;72701;Arkansas;South
Mike Kennedy;46.0;Corporate;Duluth;55803;Minnesota;Central
Patrick Ryan;46.0;Corporate;Albany;31707;Georgia;South
Carlos Daly;46.0;Home Office;Pekin;61554;Illinois;Central
Randy Ferguson;46.0;Corporate;Chattanooga;37421;Tennessee;South
Sonia Sunley;46.0;Corporate;Hutchinson;67501;Kansas;Central
Randy Ferguson;46.0;Corporate;Bristol;37620;Tennessee;South
Harold Dahlen;46.0;Corporate;Taylors;29687;South Carolina;South
Patricia Hirasaki;46.0;Home Office;Muskego;53150;Wisconsin;Central
Herbert Flentye;46.0;Small Business;Euclid;44117;Ohio;East
Sonia Sunley;46.0;Corporate;Kansas City;66104;Kansas;Central
Sean Wendt;46.0;Corporate;Minnetonka;55345;Minnesota;Central
Susan Vittorini;46.0;Home Office;Mandan;58554;North Dakota;Central
Steve Chapman;46.0;Corporate;Conway;72032;Arkansas;South
Caroline Jumper;46.0;Corporate;White Plains;10605;New York;East
Katherine Nockton;46.0;Corporate;Lancaster;43130;Ohio;East
Maureen Gastineau;46.0;Consumer;Chula Vista;91911;California;West
Alan Hwang;46.0;Small Business;Rosenberg;77471;Texas;Central
Lena Cacioppo;46.0;Home Office;Council Bluffs;51503;Iowa;Central
Victoria Brennan;46.0;Small Business;Pasco;99301;Washington;West
Liz MacKendrick;46.0;Corporate;North Platte;69101;Nebraska;Central
Kelly Andreada;46.0;Home Office;Greenville;29611;South Carolina;South
Dan Reichenbach;46.0;Corporate;Elkhart;46514;Indiana;Central
Brenda Bowman;46.0;Small Business;West Babylon;11704;New York;East
Doug Jacobs;46.0;Home Office;Gorham;4038;Maine;East
Theresa Swint;46.0;Consumer;Riverview;33569;Florida;South
Jason Klamczynski;46.0;Home Office;Waldorf;20601;Maryland;East
John Castell;46.0;Small Business;Prior Lake;55372;Minnesota;Central
Maureen Gastineau;46.0;Consumer;Citrus Heights;95610;California;West
Maureen Gastineau;46.0;Consumer;Claremont;91711;California;West
Speros Goranitis;46.0;Corporate;Berkeley;94704;California;West
Mathew Reese;46.0;Small Business;Jamestown;14701;New York;East
Mike Pelletier;46.0;Corporate;Gurnee;60031;Illinois;Central
Tom Ashbrook;46.0;Home Office;Brentwood;94513;California;West
Jim Kriz;46.0;Consumer;Fairfield;45014;Ohio;East
Nathan Gelder;46.0;Home Office;Kenosha;53142;Wisconsin;Central
Adam Bellavance;46.0;Small Business;Bellevue;68005;Nebraska;Central
Mick Crebagga;46.0;Home Office;Fort Pierce;34982;Florida;South
Max Engle;46.0;Corporate;Long Beach;11561;New York;East
John Lucas;46.0;Corporate;Huber Heights;45424;Ohio;East
Doug Bickford;46.0;Corporate;Saint Charles;60174;Illinois;Central
Theresa Coyne;46.0;Home Office;Plano;75023;Texas;Central
Xylona Price;46.0;Corporate;Boardman;44512;Ohio;East
Edward Nazzal;46.0;Home Office;The Colony;75056;Texas;Central
Dorothy Wardle;46.0;Corporate;Romeoville;60441;Illinois;Central
Jennifer Halladay;46.0;Home Office;Bartlesville;74006;Oklahoma;Central
Charles Sheldon;46.0;Corporate;Shakopee;55379;Minnesota;Central
Henry MacAllister;46.0;Small Business;College Station;77840;Texas;Central
Alex Grayson;46.0;Consumer;Sharon;2067;MA;East
Alex Grayson;46.0;Consumer;Woonsocket;2895;Rhode Island;East
Kelly Collister;46.0;Consumer;Hickory;28601;North Carolina;South
Dean Percer;46.0;Home Office;Rose Hill;24281;Virginia;South
Anemone Ratner;46.0;Small Business;Corpus Christi;78415;Texas;Central
Carlos Meador;46.0;Corporate;Walpole;2032;MA;East
Darren Budd;46.0;Corporate;Beaumont;77705;Texas;Central
Roy Collins;46.0;Corporate;Cleveland;37311;Tennessee;South
Beth Fritzler;46.0;Small Business;Morristown;37814;Tennessee;South
Muhammed Yedwab;46.0;Consumer;South Windsor;6074;Connecticut;East
Toby Knight;46.0;Consumer;Sunrise;33322;Florida;South
Toby Knight;46.0;Consumer;Spring Hill;34609;Florida;South
Barry French;46.0;Consumer;Tinley Park;60477;Illinois;Central
Carlos Soltero;46.0;Consumer;Wilmette;60091;Illinois;Central
Lori Olson;46.0;Consumer;Gadsden;35904;Alabama;South
John Dryer;46.0;Corporate;Martinez;30907;Georgia;South
Dave Brooks;46.0;Corporate;Texarkana;71854;Arkansas;South
Carl Weiss;46.0;Consumer;Columbus;39701;Mississippi;South
Dave Brooks;46.0;Corporate;Wheeling;26003;West Virginia;East
Carlos Meador;46.0;Corporate;Colchester;6415;Connecticut;East
Alex Avila;46.0;Home Office;Lenexa;66215;Kansas;Central
Carlos Meador;46.0;Corporate;Pomona;91767;California;West
Carlos Meador;46.0;Corporate;Parsippany;7054;New Jersey;East
John Dryer;46.0;Corporate;Newnan;30265;Georgia;South
Natalie Webber;46.0;Consumer;Merritt Island;32953;Florida;South
Pauline Chand;46.0;Small Business;Oklahoma City;73120;Oklahoma;Central
Alyssa Crouse;46.0;Home Office;Mcminnville;97128;Oregon;West
Dorris Love;46.0;Corporate;Deer Park;11729;New York;East
Harold Dahlen;46.0;Consumer;Seymour;6478;Connecticut;East
Harold Dahlen;46.0;Consumer;South Lake Tahoe;96150;California;West
Frank Carlisle;46.0;Small Business;Longview;75601;Texas;Central
Cari Schnelling;46.0;Small Business;Palatine;60067;Illinois;Central
Andy Reiter;46.0;Corporate;Westbrook;4092;Maine;East
Chris Cortes;46.0;Consumer;Bristol;6010;Connecticut;East
Justin Hirsh;46.0;Consumer;Dearborn Heights;48127;Michigan;Central
Saphhira Shifley;46.0;Corporate;Aiken;29801;South Carolina;South
Darren Budd;46.0;Consumer;Beaumont;77705;Texas;Central
Dianna Vittorini;46.0;Corporate;Surprise;85374;Arizona;West
Julie Creighton;46.0;Corporate;Bettendorf;52722;Iowa;Central
Ann Blume;46.0;Small Business;Derry;3038;New Hampshire;East
Deborah Brumfield;46.0;Corporate;Rochester;3839;New Hampshire;East
Frank Hawley;46.0;Home Office;Yakima;98902;Washington;West
Tamara Manning;46.0;Corporate;Post Falls;83854;Idaho;West
George Bell;46.0;Corporate;Wylie;75098;Texas;Central
Jas O'Carroll;46.0;Corporate;Youngstown;44511;Ohio;East
Fred Harton;46.0;Home Office;Denver;80219;Colorado;West
Michelle Moray;46.0;Corporate;Richmond;40475;Kentucky;South
Peter Fuller;46.0;Corporate;Augusta;30904;Georgia;South
Duane Huffman;46.0;Consumer;Lancaster;75146;Texas;Central
Eric Barreto;46.0;Consumer;Inglewood;90301;California;West
Bruce Stewart;46.0;Corporate;Lees Summit;64064;MO;Central
Shirley Jackson;46.0;Corporate;Somerville;2145;MA;East
Michelle Tran;46.0;Corporate;Crofton;21114;Maryland;East
Vivek Sundaresam;46.0;Home Office;Bethesda;20814;Maryland;East
Brian Stugart;46.0;Consumer;Mineral Wells;76067;Texas;Central
Jeremy Ellison;46.0;Small Business;Friendswood;77546;Texas;Central
Benjamin Venier;46.0;Small Business;Dumont;7628;New Jersey;East
Paul Prost;46.0;Corporate;Sioux Falls;57103;South Dakota;Central
Karen Carlisle;46.0;Home Office;San Francisco;94110;California;West
Liz Willingham;46.0;Home Office;Hudson;44236;Ohio;East
Lela Donovan;46.0;Corporate;Southgate;48195;Michigan;Central
Muhammed Yedwab;46.0;Consumer;Portsmouth;23701;Virginia;South
Ross DeVincentis;46.0;Corporate;Glen Burnie;21061;Maryland;East
Paul Stevenson;46.0;Corporate;Wilmington;28403;North Carolina;South
Kelly Williams;46.0;Corporate;Draper;84020;Utah;West
Jeremy Pistek;46.0;Corporate;Thousand Oaks;91360;California;West
Tracy Blumstein;46.0;Home Office;Florence;29501;South Carolina;South
Mark Haberlin;46.0;Small Business;Pasadena;91104;California;West
Phillip Flathmann;46.0;Small Business;Plainview;11803;New York;East
Alan Barnes;46.0;Corporate;Streamwood;60107;Illinois;Central
Greg Guthrie;46.0;Corporate;Indianapolis;46203;Indiana;Central
Erin Mull;46.0;Small Business;Bessemer;35020;Alabama;South
Alan Barnes;46.0;Corporate;Tinley Park;60477;Illinois;Central
Ritsa Hightower;46.0;Corporate;Shawnee;74801;Oklahoma;Central
Michelle Moray;46.0;Corporate;Pleasure Ridge Park;40258;Kentucky;South
Ritsa Hightower;46.0;Corporate;Stillwater;74074;Oklahoma;Central
Jonathan Doherty;46.0;Corporate;Greensboro;27405;North Carolina;South
Gary Zandusky;46.0;Home Office;Weslaco;78596;Texas;Central
Daniel Lacy;46.0;Small Business;Roosevelt;11575;New York;East
Jim Radford;46.0;Corporate;Elk Grove Village;60007;Illinois;Central
Dorris Love;46.0;Corporate;Dix Hills;11746;New York;East
Bradley Drucker;46.0;Small Business;West Hollywood;90069;California;West
David Philippe;46.0;Consumer;Sulphur Springs;75482;Texas;Central
Cynthia Delaney;46.0;Home Office;Dundalk;21222;Maryland;East
Scott Cohen;46.0;Consumer;Mount Vernon;43050;Ohio;East
Becky Castell;46.0;Consumer;Batavia;60510;Illinois;Central
Aleksandra Gannaway;46.0;Corporate;Terrytown;70056;Louisiana;South
Alex Russell;46.0;Home Office;Mcminnville;97128;Oregon;West
Bill Shonely;46.0;Small Business;Lodi;95240;California;West
Georgia Rosenberg;46.0;Consumer;Alexandria;22304;Virginia;South
Hallie Redmond;46.0;Small Business;Ferguson;63135;MO;Central
Matt Collins;46.0;Consumer;Fort Dodge;50501;Iowa;Central
Bill Shonely;46.0;Small Business;Bangor;4401;Maine;East
Jennifer Patt;46.0;Home Office;Salinas;93905;California;West
Ashley Jarboe;46.0;Home Office;Forest Park;30297;Georgia;South
Pete Takahito;46.0;Corporate;Edgewood;21040;Maryland;East
Katrina Willman;46.0;Consumer;Upper Saint Clair;15241;Pennsylvania;East
Eric Barreto;46.0;Consumer;Londonderry;3053;New Hampshire;East
Evan Henry;46.0;Corporate;La Mesa;91941;California;West
Trudy Bell;46.0;Consumer;El Mirage;85335;Arizona;West
Stephanie Phelps;46.0;Consumer;Kirkland;98034;Washington;West
Deborah Brumfield;46.0;Small Business;Ontario;91761;California;West
Kean Takahito;46.0;Home Office;Peachtree City;30269;Georgia;South
George Ashbrook;46.0;Consumer;Lufkin;75901;Texas;Central
Anthony Rawles;46.0;Small Business;Grand Junction;81503;Colorado;West
Russell D'Ascenzo;46.0;Consumer;Poinciana;34759;Florida;South
Nora Paige;46.0;Small Business;Atascadero;93422;California;West
Chuck Clark;46.0;Corporate;Owosso;48841;Michigan;Central
Eric Murdock;46.0;Home Office;Inglewood;90301;California;West
Richard Eichhorn;46.0;Consumer;Marrero;70072;Louisiana;South
Karl Brown;46.0;Corporate;Carlsbad;92008;California;West
Juliana Krohn;46.0;Corporate;San Francisco;94110;California;West
Alejandro Grove;46.0;Corporate;Cleveland;44105;Ohio;East
Catherine Glotzbach;46.0;Home Office;Springfield;97477;Oregon;West
Natalie Webber;46.0;Corporate;Menlo Park;94025;California;West
Tracy Zic;46.0;Consumer;Riviera Beach;33404;Florida;South
Catherine Glotzbach;46.0;Home Office;Tigard;97224;Oregon;West
Ricardo Block;46.0;Corporate;Lewiston;83501;Idaho;West
Jack Lebron;46.0;Corporate;Portage;46368;Indiana;Central
Quincy Jones;46.0;Home Office;Avondale;85323;Arizona;West
Grant Donatelli;46.0;Consumer;Charleston;25314;West Virginia;East
Damala Kotsonis;46.0;Corporate;Goleta;93117;California;West
Alex Avila;46.0;Home Office;Olathe;66062;Kansas;Central
Doug Bickford;46.0;Corporate;Rockford;61107;Illinois;Central
Arthur Prichep;46.0;Home Office;Cleveland;44105;Ohio;East
Jeremy Lonsdale;46.0;Corporate;Asheboro;27203;North Carolina;South
Mark Packer;46.0;Small Business;Chicopee;1013;MA;East
Carlos Soltero;46.0;Consumer;Woodridge;60517;Illinois;Central
Nat Gilpin;46.0;Consumer;Moore;73160;Oklahoma;Central
Alejandro Savely;46.0;Corporate;Vacaville;95687;California;West
Laura Armstrong;46.0;Small Business;Mansfield;44903;Ohio;East
Matthew Grinstein;46.0;Small Business;Clovis;88101;New Mexico;West
Jeremy Lonsdale;46.0;Corporate;Cottage Lake;98072;Washington;West
Mark Packer;46.0;Small Business;Paramus;7652;New Jersey;East
Matthew Grinstein;46.0;Small Business;Farmington;87401;New Mexico;West
Sonia Sunley;46.0;Small Business;Kansas City;66104;Kansas;Central
Penelope Sewall;46.0;Home Office;Miramar;33023;Florida;South
Shahid Shariari;46.0;Consumer;Port Huron;48060;Michigan;Central
Pamela Stobb;46.0;Consumer;Oceanside;11572;New York;East
Clytie Kelty;46.0;Small Business;West Linn;97068;Oregon;West
Vivek Sundaresam;46.0;Home Office;Baltimore;21215;Maryland;East
Maria Zettner;46.0;Corporate;Watertown;53094;Wisconsin;Central
Karen Seio;46.0;Consumer;Florence;35630;Alabama;South
Lindsay Williams;46.0;Corporate;Rogers;72756;Arkansas;South
Thais Sissman;46.0;Small Business;Ponte Vedra Beach;32004;Florida;South
Mitch Gastineau;46.0;Small Business;Rio Rancho;87124;New Mexico;West
Andy Yotov;46.0;Corporate;Seatac;98158;Washington;West
Liz Pelletier;46.0;Corporate;Elk Plain;98387;Washington;West
Melanie Page;46.0;Corporate;Harlingen;78550;Texas;Central
Mitch Gastineau;46.0;Small Business;Roswell;88201;New Mexico;West
Erica Hackney;46.0;Small Business;Chester;19013;Pennsylvania;East
Jennifer Patt;46.0;Home Office;San Bernardino;92404;California;West
Adam Bellavance;46.0;Small Business;Great Falls;59405;Montana;West
Mick Hernandez;46.0;Home Office;Medina;44256;Ohio;East
Ken Dana;46.0;Corporate;Billings;59102;Montana;West
Arianne Irving;47.0;Corporate;Memphis;38109;Tennessee;South
Ben Ferrer;47.0;Corporate;Columbus;43229;Ohio;East
Maribeth Yedwab;47.0;Home Office;Louisville;40214;Kentucky;South
Vivek Gonzalez;47.0;Consumer;Aspen Hill;20906;Maryland;East
Arthur Gainer;47.0;Corporate;Albany;12208;New York;East
Jeremy Lonsdale;47.0;Corporate;Asheboro;27203;North Carolina;South
Christopher Martinez;47.0;Small Business;Thornton;80229;Colorado;West
Jim Epp;47.0;Small Business;Blacksburg;24060;Virginia;South
Christopher Martinez;47.0;Small Business;Westminster;80030;Colorado;West
Frank Merwin;47.0;Consumer;Tooele;84074;Utah;West
Keith Dawkins;47.0;Home Office;Paragould;72450;Arkansas;South
Dianna Wilson;47.0;Small Business;Cumberland;2864;Rhode Island;East
Keith Dawkins;47.0;Home Office;Pine Bluff;71603;Arkansas;South
Lindsay Castell;47.0;Corporate;Laurinburg;28352;North Carolina;South
Robert Marley;47.0;Corporate;Middletown;45042;Ohio;East
Greg Guthrie;47.0;Corporate;Jeffersonville;47130;Indiana;Central
Chuck Sachs;47.0;Consumer;Westbrook;4092;Maine;East
Troy Blackwell;47.0;Home Office;Lake Worth;33461;Florida;South
Kean Nguyen;47.0;Small Business;Lorain;44052;Ohio;East
Chuck Sachs;47.0;Consumer;West Springfield;1089;MA;East
Corey Lock;47.0;Home Office;Mission Viejo;92691;California;West
Frank Price;47.0;Corporate;Champaign;61821;Illinois;Central
Chuck Sachs;47.0;Consumer;Brunswick;4011;Maine;East
John Lee;47.0;Corporate;Hot Springs;71901;Arkansas;South
Nora Pelletier;47.0;Corporate;Winter Park;32789;Florida;South
Julia Dunbar;47.0;Consumer;Billings;59102;Montana;West
Anthony Rawles;47.0;Small Business;Greeley;80634;Colorado;West
David Philippe;47.0;Consumer;Sulphur Springs;75482;Texas;Central
Michael Oakman;47.0;Small Business;Margate;33063;Florida;South
Liz MacKendrick;47.0;Corporate;Newport News;23602;Virginia;South
Neil Knudson;47.0;Home Office;Sault Sainte Marie;49783;Michigan;Central
Mitch Willingham;47.0;Corporate;Sandy Springs;30328;Georgia;South
Mitch Willingham;47.0;Corporate;Savannah;31401;Georgia;South
Helen Abelman;47.0;Home Office;Michigan City;46360;Indiana;Central
Laurel Elliston;47.0;Corporate;Danville;24541;Virginia;South
Nathan Cano;47.0;Consumer;Eden Prairie;55343;Minnesota;Central
Kelly Andreada;47.0;Home Office;Greenville;29611;South Carolina;South
Maxwell Schwartz;47.0;Corporate;New Bern;28560;North Carolina;South
Craig Molinari;47.0;Small Business;Oak Ridge;37830;Tennessee;South
Liz Price;47.0;Corporate;Fort Thomas;41075;Kentucky;South
Bobby Trafton;47.0;Small Business;San Ramon;94583;California;West
Emily Burns;47.0;Home Office;Montebello;90640;California;West
Meg Tillman;47.0;Small Business;Land O Lakes;34639;Florida;South
Eric Barreto;47.0;Small Business;Huntington Beach;92646;California;West
Fred Chung;47.0;Corporate;East Meadow;11554;New York;East
Karl Brown;47.0;Corporate;Westerly;2808;Rhode Island;East
Barry Blumstein;47.0;Small Business;Loveland;80538;Colorado;West
Eugene Barchas;47.0;Home Office;Carpentersville;60110;Illinois;Central
Sheri Gordon;47.0;Corporate;Rochester;14609;New York;East
George Zrebassa;47.0;Home Office;Burlington;5401;Vermont;East
Justin Hirsh;47.0;Consumer;Canton;48187;Michigan;Central
George Zrebassa;47.0;Home Office;Augusta;4330;Maine;East
Susan Vittorini;47.0;Corporate;Mount Prospect;60056;Illinois;Central
Vivian Mathis;47.0;Home Office;Olney;20832;Maryland;East
Dorothy Dickinson;47.0;Corporate;Saint Peters;63376;MO;Central
Marina Lichtenstein;47.0;Corporate;Dubuque;52001;Iowa;Central
Grant Carroll;47.0;Corporate;Decatur;62521;Illinois;Central
Tony Sayre;47.0;Home Office;Mount Vernon;98273;Washington;West
Erica Hernandez;47.0;Small Business;Asbury Park;7712;New Jersey;East
